iter	Passed	Remaining
1749	3288	469
1750	3290	467
1751	3292	466
1752	3294	464
1753	3296	462
1754	3298	460
1755	3300	458
1756	3302	456
1757	3305	454
1758	3306	453
1759	3308	451
1760	3310	449
1761	3312	447
1762	3315	445
1763	3317	443
1764	3319	442
1765	3322	440
1766	3324	438
1767	3327	436
1768	3329	434
1769	3332	433
1770	3334	431
1771	3337	429
1772	3339	427
1773	3341	425
1774	3343	423
1775	3346	422
1776	3348	420
1777	3351	418
1778	3353	416
1779	3355	414
1780	3358	412
1781	3360	411
1782	3362	409
1783	3365	407
1784	3367	405
1785	3369	403
1786	3372	401
1787	3374	400
1788	3377	398
1789	3380	396
1790	3382	394
1791	3385	392
1792	3388	391
1793	3390	389
1794	3393	387
1795	3396	385
1796	3398	383
1797	3401	382
1798	3403	380
1799	3406	378
1800	3408	376
1801	3411	374
1802	3414	373
1803	3416	371
1804	3418	369
1805	3419	367
1806	3421	365
1807	3423	363
1808	3425	361
1809	3427	359
1810	3428	357
1811	3431	356
1812	3432	354
1813	3434	352
1814	3436	350
1815	3438	348
1816	3440	346
1817	3442	344
1818	3444	342
1819	3446	340
1820	3448	339
1821	3451	337
1822	3453	335
1823	3455	333
1824	3458	331
1825	3461	329
1826	3463	327
1827	3465	326
1828	3468	324
1829	3470	322
1830	3472	320
1831	3474	318
1832	3476	316
1833	3479	314
1834	3481	313
1835	3484	311
1836	3487	309
1837	3489	307
1838	3491	305
1839	3493	303
1840	3495	301
1841	3497	300
1842	3500	298
1843	3502	296
1844	3504	294
1845	3506	292
1846	3508	290
1847	3510	288
1848	3512	286
1849	3515	285
1850	3516	283
1851	3518	281
1852	3521	279
1853	3523	277
1854	3524	275
1855	3526	273
1856	3529	271
1857	3532	269
1858	3534	268
1859	3537	266
1860	3539	264
1861	3541	262
1862	3543	260
1863	3546	258
1864	3548	256
1865	3550	254
1866	3552	253
1867	3553	251
1868	3555	249
1869	3557	247
1870	3559	245
1871	3561	243
1872	3563	241
1873	3564	239
1874	3566	237
1875	3568	235
1876	3570	233
1877	3571	232
1878	3573	230
1879	3575	228
1880	3578	226
1881	3580	224
1882	3582	222
1883	3585	220
1884	3587	218
1885	3589	216
1886	3591	215
1887	3593	213
1888	3595	211
1889	3597	209
1890	3599	207
1891	3601	205
1892	3603	203
1893	3605	201
1894	3607	199
1895	3609	197
1896	3610	196
1897	3612	194
1898	3614	192
1899	3616	190
1900	3617	188
1901	3619	186
1902	3621	184
1903	3622	182
1904	3624	180
1905	3625	178
1906	3627	176
1907	3628	174
1908	3630	173
1909	3632	171
1910	3633	169
1911	3635	167
1912	3637	165
1913	3640	163
1914	3641	161
1915	3643	159
1916	3645	157
1917	3647	155
1918	3649	154
1919	3651	152
1920	3652	150
1921	3654	148
1922	3656	146
1923	3659	144
1924	3661	142
1925	3663	140
1926	3665	138
1927	3667	136
1928	3669	135
1929	3672	133
1930	3674	131
1931	3675	129
1932	3677	127
1933	3678	125
1934	3680	123
1935	3682	121
1936	3683	119
1937	3685	117
1938	3687	116
1939	3689	114
1940	3693	112
1941	3694	110
1942	3696	108
1943	3698	106
1944	3700	104
1945	3702	102
1946	3703	100
1947	3705	98
1948	3707	97
1949	3708	95
1950	3710	93
1951	3711	91
1952	3713	89
1953	3715	87
1954	3716	85
1955	3718	83
1956	3721	81
1957	3722	79
1958	3724	77
1959	3726	76
1960	3728	74
1961	3730	72
1962	3731	70
1963	3733	68
1964	3735	66
1965	3736	64
1966	3738	62
1967	3739	60
1968	3741	58
1969	3743	57
1970	3744	55
1971	3746	53
1972	3748	51
1973	3750	49
1974	3752	47
1975	3754	45
1976	3756	43
1977	3758	41
1978	3761	39
1979	3762	38
1980	3764	36
1981	3766	34
1982	3768	32
1983	3771	30
1984	3773	28
1985	3775	26
1986	3776	24
1987	3778	22
1988	3780	20
1989	3782	19
1990	3784	17
1991	3786	15
1992	3788	13
1993	3790	11
1994	3792	9
1995	3795	7
1996	3797	5
1997	3799	3
1998	3801	1
1999	3803	0
